Movie Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross Collection,Popularity,Certification
The Day After Tomorrow,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,"462,517",Action,Adventure,Sci-Fi,2.39 : 1,722,PG-13
War of the Worlds,Tom Cruise,Dakota Fanning,Tim Robbins,Miranda Otto,"462,098",Action,Adventure,Sci-Fi,"$603,873,119",842,PG-13
Mr. & Mrs. Smith,Brad Pitt,Angelina Jolie,Adam Brody,Vince Vaughn,"515,966",Action,Comedy,Crime,"$487,287,646",847,PG-13
Twister,Helen Hunt,Bill Paxton,Cary Elwes,Jami Gertz,"204,314",Action,Adventure,Thriller,2.39 : 1,867,PG-13
The Lost World: Jurassic Park,Jeff Goldblum,Julianne Moore,Pete Postlethwaite,Vince Vaughn,"431,384",Action,Adventure,Sci-Fi,,871,PG-13
Sonic the Hedgehog 2,James Marsden,Jim Carrey,Ben Schwartz,Tika Sumpter,"77,260",Action,Adventure,Comedy,2.39 : 1,906,PG
The Hunt,Betty Gilpin,Hilary Swank,Ike Barinholtz,Wayne Duvall,"121,373",Action,Horror,Thriller,2.39 : 1,965,R
Kick-Ass 2,Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse,Jim Carrey,"281,346",Action,Comedy,Crime,"$60,795,985","1,068",R
Sonic the Hedgehog,Ben Schwartz,James Marsden,Jim Carrey,Tika Sumpter,"150,236",Action,Adventure,Comedy,"$319,715,683","1,125",PG
The Tomorrow War,Chris Pratt,Yvonne Strahovski,J.K. Simmons,Betty Gilpin,"216,588",Action,Adventure,Drama,2.39 : 1,"1,176",PG-13
12 Strong,Chris Hemsworth,Michael Shannon,Michael Peña,Navid Negahban,"87,529",Action,Drama,History,2.39 : 1,"1,246",R
Tag,Jeremy Renner,Ed Helms,Jake Johnson,Jon Hamm,"141,042",Action,Comedy,,2.35 : 1,"1,266",R
Fast & Furious Presents: Hobbs & Shaw,Dwayne Johnson,Jason Statham,Idris Elba,Vanessa Kirby,"225,587",Action,Adventure,Thriller,"$760,732,926","1,340",PG-13
Air Force One,Harrison Ford,Gary Oldman,Glenn Close,Wendy Crewson,"203,959",Action,Drama,Thriller,"$315,156,409","1,371",R
The Hunger Games: Mockingjay - Part 2,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,"346,361",Action,Adventure,Sci-Fi,2.35 : 1,"1,445",PG-13
Triple Frontier,Ben Affleck,Oscar Isaac,Charlie Hunnam,Garrett Hedlund,"137,857",Action,Thriller,,,"1,566",R
Last Action Hero,Arnold Schwarzenegger,F. Murray Abraham,Art Carney,Charles Dance,"158,733",Action,Adventure,Comedy,"$137,298,489","1,600",PG-13
Terminator Salvation,Christian Bale,Sam Worthington,Anton Yelchin,Moon Bloodgood,"370,393",Action,Adventure,Sci-Fi,"$371,353,001","1,601",PG-13
The Perfect Storm,George Clooney,Mark Wahlberg,John C. Reilly,Diane Lane,"173,326",Action,Adventure,Drama,"$328,718,434","1,643",PG-13
Olympus Has Fallen,Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,"285,019",Action,Thriller,,2.39 : 1,"1,840",R
Mandy,Nicolas Cage,Andrea Riseborough,Linus Roache,Ned Dennehy,"84,464",Action,Fantasy,Horror,"$1,653,784","1,845",Not Rated
Sin City: A Dame to Kill For,Mickey Rourke,Jessica Alba,Josh Brolin,Joseph Gordon-Levitt,"166,572",Action,Crime,Thriller,1.85 : 1,"1,950",R
Rambo: First Blood Part II,Sylvester Stallone,Richard Crenna,Charles Napier,Steven Berkoff,"176,377",Action,Adventure,Thriller,"$300,400,432","2,048",R
The Quick and the Dead,Sharon Stone,Gene Hackman,Russell Crowe,Leonardo DiCaprio,"98,977",Action,Drama,Romance,1.85 : 1,"2,049",R
Homefront,Jason Statham,James Franco,Winona Ryder,Kate Bosworth,"125,110",Action,Crime,Thriller,2.35 : 1,"2,076",R
Pokémon: Detective Pikachu,Ryan Reynolds,Justice Smith,Kathryn Newton,Bill Nighy,"174,849",Action,Adventure,Comedy,,"2,095",PG
Octopussy,Roger Moore,Maud Adams,Louis Jourdan,Kristina Wayborn,"109,792",Action,Adventure,Thriller,2.39 : 1,"2,200",PG
Tomorrow Never Dies,Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,Teri Hatcher,"200,053",Action,Adventure,Thriller,2.39 : 1,"2,392",PG-13
Gone in 60 Seconds,Nicolas Cage,Angelina Jolie,Giovanni Ribisi,T.J. Cross,"287,374",Action,Crime,Thriller,"$237,202,299","2,407",PG-13
The Chronicles of Narnia: Prince Caspian,Ben Barnes,Skandar Keynes,Georgie Henley,William Moseley,"218,227",Action,Adventure,Family,2.39 : 1,"2,449",PG
Flash Gordon,Sam J. Jones,Melody Anderson,Max von Sydow,Topol,"59,422",Action,Adventure,Sci-Fi,"$27,176,821","2,484",PG
U.S. Marshals,Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,Joe Pantoliano,"110,016",Action,Crime,Thriller,1.85 : 1,"2,542",PG-13
Cliffhanger,Sylvester Stallone,John Lithgow,Michael Rooker,Janine Turner,"135,419",Action,Adventure,Thriller,"$255,000,211","2,548",R
The Rocketeer,Billy Campbell,Jennifer Connelly,Alan Arkin,Timothy Dalton,"60,105",Action,Adventure,Family,,"2,610",PG
The Man in the Iron Mask,Leonardo DiCaprio,Jeremy Irons,John Malkovich,Gérard Depardieu,"173,536",Action,Adventure,Drama,,"2,683",PG-13
Never Back Down,Sean Faris,Djimon Hounsou,Amber Heard,Cam Gigandet,"104,260",Action,Drama,Sport,2.35 : 1,"2,818",PG-13
Bad Boys for Life,Will Smith,Martin Lawrence,Vanessa Hudgens,Alexander Ludwig,"168,237",Action,Comedy,Crime,,"2,819",R
The Mechanic,Jason Statham,Ben Foster,Donald Sutherland,Tony Goldwyn,"166,163",Action,Crime,Thriller,2.35 : 1,"2,825",R
Get Smart,Steve Carell,Anne Hathaway,Alan Arkin,Dwayne Johnson,"223,729",Action,Adventure,Comedy,,"2,921",PG-13
Diamonds Are Forever,Sean Connery,Jill St. John,Charles Gray,Lana Wood,"110,663",Action,Adventure,Thriller,2.39 : 1,"3,039",GP
Safe,Jason Statham,Catherine Chan,Chris Sarandon,Robert John Burke,"113,976",Action,Crime,Thriller,,"3,047",R
Beverly Hills Cop II,Eddie Murphy,Judge Reinhold,Jürgen Prochnow,Ronny Cox,"125,181",Action,Comedy,Crime,,"3,224",R
The Interview,James Franco,Seth Rogen,Randall Park,Lizzy Caplan,"343,187",Action,Adventure,Comedy,,"3,236",R
Self/less,Ryan Reynolds,Natalie Martinez,Matthew Goode,Ben Kingsley,"102,101",Action,Mystery,Sci-Fi,,"3,532",PG-13
Under Siege,Steven Seagal,Gary Busey,Tommy Lee Jones,Erika Eleniak,"91,852",Action,Thriller,,,"3,814",R
National Treasure: Book of Secrets,Nicolas Cage,Diane Kruger,Justin Bartha,Jon Voight,"246,569",Action,Adventure,Mystery,"$459,242,249","3,848",PG
A Walk Among the Tombstones,Liam Neeson,Dan Stevens,David Harbour,Boyd Holbrook,"124,823",Action,Crime,Drama,2.39 : 1,"3,868",R
The Spiderwick Chronicles,Freddie Highmore,Sarah Bolger,David Strathairn,Mary-Louise Parker,"99,675",Action,Adventure,Drama,2.35 : 1,"3,903",PG
Peppermint,Jennifer Garner,John Gallagher Jr.,John Ortiz,Juan Pablo Raba,"67,854",Action,Thriller,,2.39 : 1,"4,120",R
Nerve,Emma Roberts,Dave Franco,Emily Meade,Miles Heizer,"136,289",Action,Adventure,Crime,,"4,254",PG-13
Swordfish,John Travolta,Hugh Jackman,Halle Berry,Don Cheadle,"192,374",Action,Crime,Thriller,,"4,414",R
The Forbidden Kingdom,Jackie Chan,Jet Li,Michael Angarano,Juana Collignon,"107,938",Action,Adventure,Fantasy,2.39 : 1,"4,884",PG-13
Young Guns II,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Christian Slater,"37,865",Action,Drama,Western,,"4,904",PG-13
Heist,Gene Hackman,Rebecca Pidgeon,Danny DeVito,Delroy Lindo,"38,261",Action,Crime,Drama,,_,R
The International,Clive Owen,Naomi Watts,Armin Mueller-Stahl,Ulrich Thomsen,"97,743",Action,Crime,Drama,2.40 : 1,_,R
Space Cowboys,Clint Eastwood,Tommy Lee Jones,Donald Sutherland,James Garner,"84,046",Action,Adventure,Thriller,,_,PG-13
Cellular,Kim Basinger,Chris Evans,Jason Statham,William H. Macy,"103,470",Action,Crime,Thriller,,_,PG-13
Executive Decision,Kurt Russell,Halle Berry,John Leguizamo,Oliver Platt,"59,940",Action,Adventure,Thriller,,_,R
Underworld: Rise of the Lycans,Rhona Mitra,Michael Sheen,Bill Nighy,Steven Mackintosh,"164,454",Action,Fantasy,Thriller,2.35 : 1,_,R
Hostage,Bruce Willis,Kevin Pollak,Serena Scott Thomas,Jimmy Bennett,"112,395",Action,Crime,Drama,2.35 : 1,_,R
Batman: The Movie,Adam West,Burt Ward,Lee Meriwether,Cesar Romero,"34,742",Action,Adventure,Comedy,,_,PG
Space Sweepers,Song Joong-ki,Kim Tae-ri,Jin Seon-kyu,Hae-Jin Yoo,"27,350",Action,Adventure,Drama,,_,TV-MA
Premium Rush,Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez,Sean Kennedy,"116,580",Action,Crime,Thriller,2.35 : 1,_,PG-13
Flyboys,James Franco,Jean Reno,Jennifer Decker,Scott Hazell,"43,673",Action,Drama,History,,_,PG-13
The Grandmaster,Tony Leung Chiu-wai,Ziyi Zhang,Jin Zhang,Chang Chen,"35,695",Action,Biography,Drama,,_,PG-13
The Four Feathers,Heath Ledger,Wes Bentley,Kate Hudson,Mohamed Bouich,"34,958",Action,Adventure,Drama,,_,PG-13
Ladder 49,Joaquin Phoenix,John Travolta,Jacinda Barrett,Robert Patrick,"58,733",Action,Drama,Thriller,,_,PG-13
War,Hrithik Roshan,Tiger Shroff,Vaani Kapoor,Ashutosh Rana,"29,916",Action,Adventure,Thriller,2.35 : 1,_,Not Rated
Spartan,Val Kilmer,Derek Luke,William H. Macy,Tia Texada,"32,586",Action,Crime,Drama,,_,R
Dhoom 2,Hrithik Roshan,Abhishek Bachchan,Aishwarya Rai Bachchan,Uday Chopra,"28,490",Action,Crime,Thriller,,_,Not Rated
Taxi 2,Samy Naceri,Frédéric Diefenthal,Emma Wiklund,Marion Cotillard,"57,615",Action,Comedy,Crime,,_,Not Rated
District 13: Ultimatum,Cyril Raffaelli,David Belle,Philippe Torreton,Daniel Duval,"45,599",Action,Crime,Thriller,,_,R
Conquest 1453,Devrim Evin,Ibrahim Celikkol,Dilek Serbest,Cengiz Coskun,"58,671",Action,Drama,History,2.35 : 1,_,Not Rated
Alien³,Sigourney Weaver,Charles S. Dutton,Charles Dance,Paul McGann,"309,445",Action,Horror,Sci-Fi,"$159,814,498",568,R
Escape Room,Taylor Russell,Logan Miller,Jay Ellis,Tyler Labine,"133,338",Action,Adventure,Horror,,598,PG-13
Batman v Superman: Dawn of Justice,Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg,"716,166",Action,Adventure,Sci-Fi,"$873,637,528",631,PG-13
The Mummy Returns,Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,"336,808",Action,Adventure,Fantasy,2.39 : 1,672,PG-13
Valerian and the City of a Thousand Planets,Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna,"190,110",Action,Adventure,Fantasy,2.35 : 1,"1,025",PG-13
Greenland,Gerard Butler,Morena Baccarin,Roger Dale Floyd,Scott Glenn,"125,319",Action,Thriller,,2.39 : 1,"1,096",PG-13
Angel Has Fallen,Gerard Butler,Frederick Schmidt,Danny Huston,Rocci Boy Williams,"104,354",Action,Thriller,,2.35 : 1,"1,275",R
Lucy,Scarlett Johansson,Morgan Freeman,Choi Min-sik,Amr Waked,"515,269",Action,Sci-Fi,Thriller,2.35 : 1,"1,310",R
Godzilla,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,Ken Watanabe,"425,215",Action,Adventure,Sci-Fi,,"1,576",PG-13
Pain & Gain,Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Tony Shalhoub,"223,831",Action,Comedy,Crime,"$87,305,549","1,588",R
The Punisher,Thomas Jane,John Travolta,Samantha Mathis,Laura Harring,"165,499",Action,Crime,Drama,"$54,700,105","1,639",R
Army of Thieves,Matthias Schweighöfer,Nathalie Emmanuel,Ruby O. Fee,Stuart Martin,"83,377",Action,Comedy,Crime,,"1,728",TV-MA
The Expendables,Sylvester Stallone,Jason Statham,Jet Li,Dolph Lundgren,"354,876",Action,Adventure,Thriller,"$274,470,394","1,898",R
The Sum of All Fears,Ben Affleck,Morgan Freeman,Ian Mongrain,Russell Bobbitt,"121,175",Action,Drama,Thriller,2.39 : 1,"1,912",PG-13
Predators,Adrien Brody,Laurence Fishburne,Topher Grace,Alice Braga,"238,136",Action,Adventure,Fantasy,"$127,233,108","1,940",R
Tomorrowland,George Clooney,Britt Robertson,Hugh Laurie,Raffey Cassidy,"187,090",Action,Adventure,Family,,"1,999",PG
Need for Speed,Aaron Paul,Dominic Cooper,Imogen Poots,Kid Cudi,"174,991",Action,Adventure,Crime,2.35 : 1,"2,042",PG-13
The Three Musketeers,Charlie Sheen,Kiefer Sutherland,Chris O'Donnell,Oliver Platt,"57,265",Action,Adventure,Romance,,"2,339",PG
The Vault,Freddie Highmore,Astrid Bergès-Frisbey,Sam Riley,Liam Cunningham,"28,509",Action,Adventure,Thriller,,"2,458",R
Now You See Me 2,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Dave Franco,"306,062",Action,Adventure,Comedy,,"2,501",PG-13
The World Is Not Enough,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Denise Richards,"205,571",Action,Adventure,Thriller,2.39 : 1,"2,557",PG-13
Riddick,Vin Diesel,Karl Urban,Katee Sackhoff,Jordi Mollà,"173,688",Action,Adventure,Sci-Fi,2.39 : 1,"2,561",R
Hancock,Will Smith,Charlize Theron,Jason Bateman,Jae Head,"497,693",Action,Comedy,Drama,2.39 : 1,"2,684",PG-13
Savages,Aaron Taylor-Johnson,Taylor Kitsch,Blake Lively,Benicio Del Toro,"132,630",Action,Crime,Drama,2.39 : 1,"2,779",R
Rat Race,Breckin Meyer,Amy Smart,Whoopi Goldberg,Vince Vieluf,"119,971",Action,Adventure,Comedy,,"2,898",PG-13
Salt,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski,"323,009",Action,Thriller,,"$293,503,354","2,907",PG-13
Colombiana,Zoe Saldana,Michael Vartan,Callum Blue,Jordi Mollà,"104,540",Action,Drama,Thriller,2.39 : 1,"3,053",PG-13
Tango & Cash,Sylvester Stallone,Kurt Russell,Teri Hatcher,Jack Palance,"110,074",Action,Comedy,Crime,"$63,408,614","3,225",R
Behind Enemy Lines,Gene Hackman,Owen Wilson,Gabriel Macht,Charles Malik Whitfield,"109,465",Action,Drama,Thriller,2.35 : 1,"3,251",PG-13
The Lone Ranger,Johnny Depp,Armie Hammer,William Fichtner,Tom Wilkinson,"240,066",Action,Adventure,Western,"$260,502,115","3,255",PG-13
Last Man Standing,Bruce Willis,Bruce Dern,William Sanderson,Christopher Walken,"59,811",Action,Crime,Drama,2.35 : 1,"3,306",R
Monsters vs. Aliens,Reese Witherspoon,Rainn Wilson,Stephen Colbert,Seth Rogen,"170,245",Animation,Action,Adventure,2.39 : 1,"3,360",PG
The Purge: Anarchy,Frank Grillo,Carmen Ejogo,Zach Gilford,Kiele Sanchez,"157,554",Action,Horror,Sci-Fi,,"3,388",R
Revenge,Matilda Anna Ingrid Lutz,Kevin Janssens,Vincent Colombe,Guillaume Bouchède,"46,103",Action,Drama,Horror,,"3,475",R
Let's Be Cops,Jake Johnson,Damon Wayans Jr.,Rob Riggle,Nina Dobrev,"137,641",Action,Comedy,Crime,,"3,553",R
Kickboxer,Jean-Claude Van Damme,Dennis Alexio,Dennis Chan,Michel Qissi,"58,421",Action,Sport,Thriller,,"3,590",R
Death Race,Jason Statham,Joan Allen,Tyrese Gibson,Ian McShane,"214,514",Action,Sci-Fi,Thriller,"$76,014,335","3,676",R
Chaos,Jason Statham,Ryan Phillippe,Wesley Snipes,Henry Czerny,"56,363",Action,Crime,Drama,,"3,765",R
Daybreakers,Ethan Hawke,Willem Dafoe,Sam Neill,Harriet Minto-Day,"132,137",Action,Horror,Sci-Fi,2.35 : 1,"3,781",R
The Angry Birds Movie 2,Jason Sudeikis,Josh Gad,Leslie Jones,Bill Hader,"32,715",Animation,Action,Adventure,,"3,796",PG
Live by Night,Ben Affleck,Elle Fanning,Brendan Gleeson,Chris Messina,"58,773",Action,Crime,Drama,,"3,896",R
Kill List,Neil Maskell,MyAnna Buring,Harry Simpson,Michael Smiley,"43,115",Action,Crime,Horror,,"4,009",Not Rated
Here Comes the Boom,Kevin James,Salma Hayek,Henry Winkler,Greg Germann,"93,753",Action,Comedy,Sport,1.85 : 1,"4,066",PG
Shaft,Samuel L. Jackson,Jessie T. Usher,Richard Roundtree,Regina Hall,"56,528",Action,Comedy,Crime,,"4,115",R
DragonHeart,Dennis Quaid,Sean Connery,Dina Meyer,Pete Postlethwaite,"99,925",Action,Adventure,Fantasy,2.39 : 1,"4,290",PG-13
Blood Father,Mel Gibson,Erin Moriarty,Diego Luna,Michael Parks,"66,278",Action,Crime,Drama,,"4,589",R
Act of Valor,Alex Veadov,Roselyn Sanchez,Nestor Serrano,Rorke Denver,"70,603",Action,Adventure,Thriller,2.35 : 1,"4,754",R
Final Fantasy: The Spirits Within,Alec Baldwin,Steve Buscemi,Ming-Na Wen,Ving Rhames,"83,218",Animation,Action,Adventure,"$85,131,830","4,807",PG-13
Darkman,Liam Neeson,Frances McDormand,Colin Friels,Larry Drake,"67,544",Action,Sci-Fi,Thriller,1.85 : 1,"4,873",R
The Taking of Pelham 123,Denzel Washington,John Travolta,Luis Guzmán,Victor Gojcaj,"203,089",Action,Crime,Thriller,"$150,166,126",_,R
Killer Elite,Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,"133,292",Action,Crime,Thriller,2.39 : 1,_,R
Star Trek: Nemesis,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,"82,070",Action,Adventure,Sci-Fi,"$67,336,470",_,PG-13
Dead Man Down,Colin Farrell,Noomi Rapace,Dominic Cooper,Terrence Howard,"69,257",Action,Crime,Drama,,_,R
Faster,Dwayne Johnson,Billy Bob Thornton,Maggie Grace,Mauricio Lopez,"110,205",Action,Crime,Drama,,_,R
From Paris with Love,John Travolta,Jonathan Rhys Meyers,Kasia Smutniak,Richard Durden,"119,699",Action,Crime,Thriller,,_,R
The Jackal,Bruce Willis,Richard Gere,Sidney Poitier,Diane Venora,"121,001",Action,Crime,Drama,2.35 : 1,_,R
Just Cause,Sean Connery,Laurence Fishburne,Kate Capshaw,Blair Underwood,"28,551",Action,Crime,Drama,2.39 : 1,_,R
Batman: The Killing Joke,Kevin Conroy,Mark Hamill,Tara Strong,Ray Wise,"59,683",Animation,Action,Crime,,_,R
The Prophecy,Christopher Walken,Elias Koteas,Virginia Madsen,Eric Stoltz,"32,285",Action,Crime,Drama,2.35 : 1,_,R
The Siege,Denzel Washington,Bruce Willis,Annette Bening,Tony Shalhoub,"75,685",Action,Thriller,,2.39 : 1,_,R
Star Trek: Insurrection,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,"77,712",Action,Adventure,Sci-Fi,"$112,587,658",_,PG
How I Live Now,Saoirse Ronan,Tom Holland,George MacKay,Harley Bird,"31,366",Action,Adventure,Drama,,_,R
Son of a Gun,Ewan McGregor,Brenton Thwaites,Alicia Vikander,Brendan Kerkvliet,"28,949",Action,Crime,Drama,2.35 : 1,_,R
Basic,John Travolta,Samuel L. Jackson,Connie Nielsen,Tim Daly,"64,716",Action,Crime,Drama,,_,R
The Rover,Guy Pearce,Robert Pattinson,Scoot McNairy,David Field,"49,999",Action,Crime,Drama,2.35 : 1,_,R
Black Death,Eddie Redmayne,Sean Bean,Carice van Houten,Kimberley Nixon,"49,929",Action,Drama,History,,_,R
The Omega Man,Charlton Heston,Anthony Zerbe,Rosalind Cash,Paul Koslo,"32,949",Action,Drama,Sci-Fi,,_,PG
Snitch,Dwayne Johnson,Susan Sarandon,Jon Bernthal,Rafi Gavron,"90,691",Action,Drama,Thriller,2.35 : 1,_,PG-13
Blood Work,Clint Eastwood,Jeff Daniels,Anjelica Huston,Wanda De Jesus,"46,539",Action,Crime,Drama,2.39 : 1,_,R
Lock Up,Sylvester Stallone,Donald Sutherland,John Amos,Sonny Landham,"44,945",Action,Crime,Drama,,_,R
Contraband,Mark Wahlberg,Giovanni Ribisi,Kate Beckinsale,Robert Wahlberg,"124,867",Action,Adventure,Crime,2.35 : 1,_,R
Ned Kelly,Heath Ledger,Orlando Bloom,Geoffrey Rush,Naomi Watts,"27,645",Action,Adventure,Biography,,_,R
Black and Blue,Naomie Harris,Tyrese Gibson,Frank Grillo,Mike Colter,"25,389",Action,Thriller,,,_,R
Night Watch,Konstantin Khabenskiy,Vladimir Menshov,Mariya Poroshina,Valeriy Zolotukhin,"54,762",Action,Fantasy,Horror,1.85 : 1,_,R
Resident Evil: Degeneration,Paul Mercier,Alyson Court,Laura Bailey,Roger Craig Smith,"32,310",Animation,Action,Horror,1.85 : 1,_,R
Day Watch,Konstantin Khabenskiy,Mariya Poroshina,Vladimir Menshov,Galina Tyunina,"34,971",Action,Fantasy,Horror,2.35 : 1,_,R
Redirected,Vinnie Jones,Scot Williams,Gil Darnell,Oliver Jackson,"34,350",Action,Comedy,Crime,,_,Not Rated
Black Adam,Dwayne Johnson,Aldis Hodge,Pierce Brosnan,Noah Centineo,"253,336",Action,Adventure,Fantasy,2.39 : 1,102,PG-13
Operation Fortune: Ruse de Guerre,Jason Statham,Aubrey Plaza,Cary Elwes,Hugh Grant,"64,457",Action,Comedy,Thriller,,153,R
Dune,Kyle MacLachlan,Virginia Madsen,Francesca Annis,Leonardo Cimino,"166,910",Action,Adventure,Sci-Fi,"$30,979,816",320,PG-13
Uncharted,Tom Holland,Mark Wahlberg,Antonio Banderas,Sophia Ali,"232,560",Action,Adventure,,2.39 : 1,396,PG-13
Eternals,Gemma Chan,Richard Madden,Angelina Jolie,Salma Hayek,"363,852",Action,Adventure,Fantasy,"$402,064,899",416,PG-13
White House Down,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,Jason Clarke,"230,191",Action,Drama,Thriller,"$205,366,737",471,PG-13
Ocean's Eight,Sandra Bullock,Cate Blanchett,Anne Hathaway,Mindy Kaling,"231,227",Action,Comedy,Crime,,573,PG-13
Knight and Day,Tom Cruise,Cameron Diaz,Peter Sarsgaard,Jordi Mollà,"204,211",Action,Adventure,Comedy,2.39 : 1,589,PG-13
The King's Man,Ralph Fiennes,Gemma Arterton,Rhys Ifans,Harris Dickinson,"160,371",Action,Adventure,Thriller,2.39 : 1,735,R
Red Notice,Dwayne Johnson,Ryan Reynolds,Gal Gadot,Ritu Arya,"295,319",Action,Comedy,Thriller,,870,PG-13
Maze Runner: The Scorch Trials,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Giancarlo Esposito,"263,159",Action,Adventure,Sci-Fi,,919,PG-13
Tomb Raider,Alicia Vikander,Dominic West,Walton Goggins,Daniel Wu,"220,719",Action,Adventure,Fantasy,"$274,650,803",981,PG-13
Spider-Man 3,Tobey Maguire,Kirsten Dunst,Topher Grace,Thomas Haden Church,"613,432",Action,Adventure,Sci-Fi,"$894,983,373","1,012",PG-13
Terminator 3: Rise of the Machines,Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,Claire Danes,"409,801",Action,Sci-Fi,,"$433,371,112","1,056",R
Run Hide Fight,Isabel May,Radha Mitchell,Thomas Jane,Eli Brown,"25,609",Action,Crime,Drama,,"1,187",TV-MA
Godzilla vs. Kong,Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,Brian Tyree Henry,"222,324",Action,Sci-Fi,Thriller,2.39 : 1,"1,195",PG-13
Terminator Genisys,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney,"285,946",Action,Adventure,Sci-Fi,"$440,603,537","1,244",PG-13
The Shallows,Blake Lively,Óscar Jaenada,Angelo Josue Lozano Corzo,Joseph Salas,"138,850",Action,Drama,Horror,,"1,410",PG-13
Waterworld,Kevin Costner,Jeanne Tripplehorn,Dennis Hopper,Tina Majorino,"203,452",Action,Adventure,Sci-Fi,1.85 : 1,"1,470",PG-13
Polar,Mads Mikkelsen,Vanessa Hudgens,Katheryn Winnick,Fei Ren,"94,944",Action,Thriller,,,"1,476",TV-MA
King Arthur,Clive Owen,Stephen Dillane,Keira Knightley,Ioan Gruffudd,"172,340",Action,Adventure,Drama,,"1,547",PG-13
Sky High,Kurt Russell,Kelly Preston,Michael Angarano,Danielle Panabaker,"91,461",Action,Comedy,Family,2.39 : 1,"1,641",PG
Ghost in the Shell,Scarlett Johansson,Pilou Asbæk,Takeshi Kitano,Juliette Binoche,"221,862",Action,Crime,Drama,"$169,846,945","1,685",PG-13
Red Dawn,Patrick Swayze,C. Thomas Howell,Lea Thompson,Charlie Sheen,"60,574",Action,Drama,Thriller,1.85 : 1,"1,809",PG-13
The Last Stand,Arnold Schwarzenegger,Forest Whitaker,Johnny Knoxville,Rodrigo Santoro,"143,086",Action,Thriller,Western,2.35 : 1,"2,106",R
Central Intelligence,Dwayne Johnson,Kevin Hart,Danielle Nicolet,Amy Ryan,"202,543",Action,Comedy,Crime,"$216,972,543","2,182",PG-13
Guns Akimbo,Daniel Radcliffe,Samara Weaving,Ned Dennehy,Natasha Liu Bordizzo,"65,557",Action,Comedy,Crime,,"2,247",R
The Take,Idris Elba,Richard Madden,Charlotte Le Bon,Kelly Reilly,"47,712",Action,Crime,Drama,,"2,268",R
The Angry Birds Movie,Jason Sudeikis,Josh Gad,Danny McBride,Maya Rudolph,"98,894",Animation,Action,Adventure,1.85 : 1,"2,297",PG
The Bodyguard,Kevin Costner,Whitney Houston,Gary Kemp,Bill Cobbs,"142,061",Action,Drama,Music,,"2,366",R
A View to a Kill,Roger Moore,Christopher Walken,Tanya Roberts,Grace Jones,"101,661",Action,Adventure,Thriller,2.39 : 1,"2,457",PG
My Spy,Dave Bautista,Chloe Coleman,Parisa Fitz-Henley,Kristen Schaal,"32,865",Action,Comedy,,,"2,494",PG-13
Free Fire,Sharlto Copley,Brie Larson,Armie Hammer,Cillian Murphy,"48,629",Action,Comedy,Crime,2.35 : 1,"2,646",R
Transporter 2,Jason Statham,Amber Valletta,Kate Nauta,Alessandro Gassmann,"209,588",Action,Crime,Thriller,,"2,692",R
Walking Tall,Dwayne Johnson,Ashley Scott,Johnny Knoxville,Michael Bowen,"94,549",Action,Crime,,2.35 : 1,"2,696",PG-13
Miss Congeniality,Sandra Bullock,Michael Caine,Benjamin Bratt,Candice Bergen,"220,378",Action,Comedy,Crime,,"2,707",PG-13
Sand Castle,Nicholas Hoult,Logan Marshall-Green,Henry Cavill,Glen Powell,"25,589",Action,Drama,War,,"2,956",TV-MA
Death Wish,Bruce Willis,Vincent D'Onofrio,Elisabeth Shue,Camila Morrone,"74,374",Action,Crime,Drama,2.39 : 1,"2,983",R
Predator 2,Danny Glover,Gary Busey,Kevin Peter Hall,Rubén Blades,"175,874",Action,Horror,Sci-Fi,"$57,120,318","3,075",R
Bright,Will Smith,Joel Edgerton,Noomi Rapace,Edgar Ramírez,"196,215",Action,Fantasy,Thriller,2.39 : 1,"3,366",TV-MA
