Movie Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross Collection,Popularity,Certification
The Hitman's Bodyguard,Ryan Reynolds,Samuel L. Jackson,Gary Oldman,Elodie Yung,"239,622",Action,Comedy,Crime,2.39 : 1,"1,165",R
Iron Man 2,Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,Don Cheadle,"842,307",Action,Sci-Fi,,,"1,190",PG-13
Romancing the Stone,Michael Douglas,Kathleen Turner,Danny DeVito,Zack Norman,"99,441",Action,Adventure,Comedy,2.39 : 1,"1,263",PG
Robin Hood: Prince of Thieves,Kevin Costner,Morgan Freeman,Mary Elizabeth Mastrantonio,Christian Slater,"201,651",Action,Adventure,Drama,1.85 : 1,"1,315",PG-13
Con Air,Nicolas Cage,John Cusack,John Malkovich,Colm Meaney,"309,781",Action,Crime,Thriller,,"1,322",R
Star Wars: Episode VIII - The Last Jedi,Daisy Ridley,John Boyega,Mark Hamill,Carrie Fisher,"651,489",Action,Adventure,Fantasy,,"1,332",PG-13
A Knight's Tale,Heath Ledger,Mark Addy,Rufus Sewell,Shannyn Sossamon,"194,746",Action,Adventure,Romance,2.35 : 1,"1,419",PG-13
The World's End,Simon Pegg,Nick Frost,Martin Freeman,Rosamund Pike,"290,843",Action,Comedy,Sci-Fi,2.39 : 1,"1,424",R
In the Heart of the Sea,Chris Hemsworth,Cillian Murphy,Brendan Gleeson,Ben Whishaw,"144,250",Action,Adventure,Biography,,"1,462",PG-13
National Treasure,Nicolas Cage,Diane Kruger,Justin Bartha,Sean Bean,"344,813",Action,Adventure,Mystery,"$347,512,318","1,528",PG
The Guardian,Kevin Costner,Ashton Kutcher,Sela Ward,Melissa Sagemiller,"95,837",Action,Adventure,Drama,"$94,973,540","1,748",PG-13
Westworld,Yul Brynner,Richard Benjamin,James Brolin,Norman Bartold,"61,159",Action,Drama,Sci-Fi,,"1,772",PG
Atlantis: The Lost Empire,Michael J. Fox,Jim Varney,Corey Burton,Claudia Christian,"127,551",Animation,Action,Adventure,2.39 : 1,"1,877",PG
Clash of the Titans,Laurence Olivier,Harry Hamlin,Claire Bloom,Maggie Smith,"46,327",Action,Adventure,Family,,"2,092",PG
Outlaw King,Chris Pine,Stephen Dillane,Rebecca Robin,Billy Howle,"76,803",Action,Biography,Drama,,"2,204",R
Love and Monsters,Dylan O'Brien,Jessica Henwick,Michael Rooker,Dan Ewing,"135,652",Action,Adventure,Comedy,2.35 : 1,"2,299",PG-13
Dragged Across Concrete,Mel Gibson,Vince Vaughn,Tory Kittles,Michael Jai White,"51,709",Action,Crime,Drama,2.39 : 1,"2,375",R
Pineapple Express,Seth Rogen,James Franco,Gary Cole,Danny McBride,"349,287",Action,Comedy,Crime,2.35 : 1,"2,396",R
Crank,Jason Statham,Amy Smart,Carlos Sanz,Jose Pablo Cantillo,"256,749",Action,Crime,Thriller,,"3,064",R
Thunderball,Sean Connery,Claudine Auger,Adolfo Celi,Luciana Paluzzi,"123,160",Action,Adventure,Thriller,,"3,146",PG
Non-Stop,Liam Neeson,Julianne Moore,Scoot McNairy,Michelle Dockery,"270,547",Action,Mystery,Thriller,2.35 : 1,"3,738",PG-13
48 Hrs.,Nick Nolte,Eddie Murphy,Annette O'Toole,Frank McRae,"81,996",Action,Comedy,Crime,,"3,851",R
The Edge,Anthony Hopkins,Alec Baldwin,Elle Macpherson,Harold Perrineau,"76,600",Action,Adventure,Drama,2.35 : 1,"4,024",R
Death Wish,Charles Bronson,Hope Lange,Vincent Gardenia,Steven Keats,"41,617",Action,Crime,Drama,1.85 : 1,"4,057",R
The Last Castle,Robert Redford,James Gandolfini,Mark Ruffalo,Steve Burton,"83,296",Action,Drama,Thriller,,"4,170",R
Repo Man,Harry Dean Stanton,Emilio Estevez,Tracey Walter,Olivia Barash,"39,304",Action,Comedy,Crime,,"4,520",R
The Trip,Noomi Rapace,Aksel Hennie,Atle Antonsen,Christian Rubeck,"25,091",Action,Comedy,Horror,,"4,738",TV-MA
The Monster Squad,Andre Gower,Robby Kiger,Stephen Macht,Duncan Regehr,"33,834",Action,Comedy,Fantasy,,_,PG-13
The Night Comes for Us,Joe Taslim,Iko Uwais,Julie Estelle,Hannah Al Rashid,"27,982",Action,Crime,Thriller,,_,TV-MA
All Is Lost,Robert Redford,,,,"82,271",Action,Adventure,Drama,2.35 : 1,_,PG-13
Free State of Jones,Matthew McConaughey,Gugu Mbatha-Raw,Mahershala Ali,Keri Russell,"60,015",Action,Biography,Drama,,_,R
Legend of the Guardians: The Owls of Ga'Hoole,Jim Sturgess,Hugo Weaving,David Wenham,Emily Barclay,"85,543",Animation,Action,Adventure,2.35 : 1,_,PG
Trust,Clive Owen,Catherine Keener,Liana Liberato,Jason Clarke,"43,425",Action,Crime,Drama,,_,R
Memphis Belle,Matthew Modine,Eric Stoltz,Tate Donovan,D.B. Sweeney,"29,560",Action,Drama,War,,_,PG-13
Muppet Treasure Island,Tim Curry,Billy Connolly,Jennifer Saunders,Kevin Bishop,"25,460",Action,Adventure,Comedy,,_,G
The Big Boss,Bruce Lee,Maria Yi,James Tien,Marilyn Bautista,"28,367",Action,Crime,Drama,,_,R
Slow West,Kodi Smit-McPhee,Caren Pistorius,Aorere Paki,Jeffrey Thomas,"46,809",Action,Adventure,Drama,1.66 : 1,_,R
Get the Gringo,Mel Gibson,Kevin Balmore,Daniel Giménez Cacho,Jesús Ochoa,"110,090",Action,Drama,Thriller,,_,R
New Police Story,Jackie Chan,Nicholas Tse,Charlie Yeung,Daniel Wu,"28,218",Action,Crime,Thriller,2.35 : 1,_,R
Agneepath,Hrithik Roshan,Priyanka Chopra Jonas,Sanjay Dutt,Rishi Kapoor,"25,668",Action,Crime,Drama,,_,Not Rated
Traitor,Don Cheadle,Guy Pearce,Archie Panjabi,Saïd Taghmaoui,"58,553",Action,Crime,Drama,2.39 : 1,_,PG-13
Alan Partridge,Steve Coogan,Colm Meaney,Tim Key,Karl Theobald,"32,533",Action,Comedy,Crime,,_,R
Fan,Shah Rukh Khan,Shriya Pilgaonkar,Sayani Gupta,Waluscha D'Souza,"47,728",Action,Drama,Thriller,2.35 : 1,_,Not Rated
Indiana Jones and the Dial of Destiny,Harrison Ford,Phoebe Waller-Bridge,Antonio Banderas,Karen Allen,"78,837",Action,Adventure,,"$310,242,994",6,PG-13
Extraction,Chris Hemsworth,Bryon Lerum,Ryder Lerum,Rudhraksh Jaiswal,"243,296",Action,Thriller,,2.39 : 1,65,R
The Fast and the Furious,Vin Diesel,Paul Walker,Michelle Rodriguez,Jordana Brewster,"404,326",Action,Crime,Thriller,,493,PG-13
Captain Marvel,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,Jude Law,"584,775",Action,Adventure,Sci-Fi,,531,PG-13
Aquaman,Jason Momoa,Amber Heard,Willem Dafoe,Patrick Wilson,"496,231",Action,Adventure,Fantasy,,692,PG-13
Ready or Not,Samara Weaving,Adam Brody,Mark O'Brien,Henry Czerny,"166,632",Action,Comedy,Horror,,718,R
The Maze Runner,Dylan O'Brien,Kaya Scodelario,Will Poulter,Thomas Brodie-Sangster,"487,405",Action,Mystery,Sci-Fi,2.39 : 1,773,PG-13
Mad Max,Mel Gibson,Joanne Samuel,Hugh Keays-Byrne,Steve Bisley,"214,558",Action,Adventure,Sci-Fi,,839,R
TRON: Legacy,Jeff Bridges,Garrett Hedlund,Olivia Wilde,Bruce Boxleitner,"347,090",Action,Adventure,Sci-Fi,2.39 : 1,"1,043",PG
Patriot Games,Harrison Ford,Sean Bean,Anne Archer,Patrick Bergin,"117,009",Action,Thriller,,Trò Chơi Ái Quốc,"1,269",R
Shin Godzilla,Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,Ren Ôsugi,"30,154",Action,Drama,Horror,,"1,320",Not Rated
Men in Black 3,Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,"375,399",Action,Adventure,Comedy,"$654,213,485","1,509",PG-13
Enola Holmes 2,Millie Bobby Brown,Henry Cavill,David Thewlis,Louis Partridge,"89,584",Action,Adventure,Crime,,"1,541",PG-13
Spectre,Daniel Craig,Christoph Waltz,Léa Seydoux,Ralph Fiennes,"453,182",Action,Adventure,Thriller,2.39 : 1,"1,597",PG-13
Thor: The Dark World,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Stellan Skarsgård,"703,906",Action,Adventure,Fantasy,,"1,887",PG-13
The Book of Eli,Denzel Washington,Mila Kunis,Ray Stevenson,Gary Oldman,"328,639",Action,Adventure,Drama,2.39 : 1,"1,961",R
The Transporter,Jason Statham,Shu Qi,Matt Schulze,François Berléand,"312,796",Action,Crime,Thriller,,"2,129",PG-13
Bloodsport,Jean-Claude Van Damme,Donald Gibb,Leah Ayres,Norman Burton,"89,812",Action,Biography,Drama,1.85 : 1,"2,160",R
Innerspace,Dennis Quaid,Martin Short,Meg Ryan,Kevin McCarthy,"63,004",Action,Adventure,Comedy,,"2,185",PG
Hellboy,Ron Perlman,Doug Jones,Selma Blair,John Hurt,"339,999",Action,Adventure,Fantasy,"$99,378,985","2,238",PG-13
What Happened to Monday,Noomi Rapace,Glenn Close,Willem Dafoe,Marwan Kenzari,"129,255",Action,Crime,Fantasy,,"2,241",TV-MA
Bad Boys,Will Smith,Martin Lawrence,Lisa Boyle,Michael Taliferro,"276,600",Action,Comedy,Crime,1.85 : 1,"2,243",R
Logan's Run,Michael York,Jenny Agutter,Richard Jordan,Roscoe Lee Browne,"59,175",Action,Adventure,Sci-Fi,,"2,345",PG
Chappie,Sharlto Copley,Dev Patel,Hugh Jackman,Sigourney Weaver,"261,208",Action,Crime,Drama,"$102,811,889","2,348",R
Hanna,Saoirse Ronan,Cate Blanchett,Eric Bana,Vicky Krieps,"203,474",Action,Adventure,Drama,"$63,782,078","2,388",PG-13
The Island,Scarlett Johansson,Ewan McGregor,Djimon Hounsou,Steve Buscemi,"321,951",Action,Sci-Fi,Thriller,2.39 : 1,"2,411",PG-13
Unstoppable,Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee,"202,856",Action,Thriller,,2.39 : 1,"2,422",PG-13
The Mask of Zorro,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,José María de Tavira,"191,854",Action,Adventure,Comedy,2.39 : 1,"2,497",PG-13
Boss Level,Frank Grillo,Mel Gibson,Naomi Watts,Michelle Yeoh,"73,895",Action,Adventure,Comedy,,"2,669",TV-MA
Young Guns,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Charlie Sheen,"65,207",Action,Drama,Western,1.85 : 1,"2,679",R
The Long Kiss Goodnight,Geena Davis,Samuel L. Jackson,Yvonne Zima,Craig Bierko,"82,780",Action,Crime,Drama,"$89,456,761","2,713",R
News of the World,Tom Hanks,Helena Zengel,Tom Astor,Travis Johnson,"92,062",Action,Adventure,Drama,2.39 : 1,"2,716",PG-13
Ghostbusters,Melissa McCarthy,Kristen Wiig,Kate McKinnon,Leslie Jones,"238,064",Action,Comedy,Fantasy,2.39 : 1,"2,750",PG-13
The Outpost,Scott Eastwood,Caleb Landry Jones,Orlando Bloom,Jack Kesy,"37,663",Action,Drama,History,,"2,899",R
Three Steps Above Heaven,Mario Casas,María Valverde,Álvaro Cervantes,Marina Salas,"27,689",Action,Drama,Romance,,"2,965",Not Rated
Superman II,Gene Hackman,Christopher Reeve,Margot Kidder,Ned Beatty,"111,636",Action,Adventure,Sci-Fi,Superman II - Allein gegen alle,"2,987",PG
Dog Soldiers,Sean Pertwee,Kevin McKidd,Emma Cleasby,Liam Cunningham,"63,245",Action,Horror,Thriller,,"3,275",R
The Score,Robert De Niro,Edward Norton,Marlon Brando,Angela Bassett,"131,285",Action,Crime,Drama,,"3,371",R
Green Zone,Matt Damon,Jason Isaacs,Greg Kinnear,Igal Naor,"140,277",Action,Drama,Thriller,2.35 : 1,"3,752",R
Spies in Disguise,Rachel Brosnahan,Jarrett Bruno,Claire Crosby,Toru Uchikado,"53,351",Animation,Action,Adventure,2.35 : 1,"3,793",PG
You Only Live Twice,Sean Connery,Akiko Wakabayashi,Mie Hama,Tetsurô Tanba,"113,879",Action,Adventure,Thriller,,"3,920",PG
Unknown,Liam Neeson,Diane Kruger,January Jones,Aidan Quinn,"265,945",Action,Mystery,Thriller,"$135,710,029","4,178",PG-13
Street Kings,Keanu Reeves,Forest Whitaker,Hugh Laurie,Chris Evans,"117,069",Action,Crime,Thriller,,"4,272",R
Four Brothers,Mark Wahlberg,Tyrese Gibson,André 3000,Garrett Hedlund,"152,354",Action,Crime,Drama,,"4,331",R
Tristan + Isolde,James Franco,Sophia Myles,Rufus Sewell,David O'Hara,"53,607",Action,Drama,Romance,,"4,994",PG-13
A Prayer Before Dawn,Joe Cole,Cherry Miko,Vithaya Pansringarm,Panya Yimmumphai,"25,109",Action,Biography,Crime,,_,R
Enemy Mine,Dennis Quaid,Louis Gossett Jr.,Brion James,Richard Marcus,"49,933",Action,Adventure,Drama,2.39 : 1,_,PG-13
El Mariachi,Carlos Gallardo,Consuelo Gómez,Jaime de Hoyos,Peter Marquardt,"69,557",Action,Crime,Thriller,,_,R
Who Am I?,Jackie Chan,Michelle Ferre,Mirai Yamamoto,Ron Smerczak,"41,765",Action,Adventure,Comedy,,_,PG-13
Harsh Times,Christian Bale,Freddy Rodríguez,Eva Longoria,Chaka Forman,"67,359",Action,Crime,Drama,1.85 : 1,_,R
We Own the Night,Joaquin Phoenix,Mark Wahlberg,Eva Mendes,Danny Hoch,"91,059",Action,Crime,Drama,1.85 : 1,_,R
Dead Snow 2: Red vs. Dead,Geir Vegar Hoel,Ørjan Gamst,Martin Starr,Jocelyn DeBoer,"25,893",Action,Comedy,Fantasy,,_,R
Bumblebee,Hailee Steinfeld,Jorge Lendeborg Jr.,John Cena,Jason Drucker,"179,154",Action,Adventure,Sci-Fi,1.85 : 1,332,PG-13
Black Panther: Wakanda Forever,Letitia Wright,Lupita Nyong'o,Danai Gurira,Winston Duke,"278,138",Action,Adventure,Drama,,345,PG-13
Road House,Patrick Swayze,Kelly Lynch,Sam Elliott,Ben Gazzara,"81,081",Action,Thriller,,2.35 : 1,378,R
In Time,Justin Timberlake,Amanda Seyfried,Cillian Murphy,Olivia Wilde,"426,613",Action,Sci-Fi,Thriller,,495,PG-13
Black Widow,Scarlett Johansson,Florence Pugh,David Harbour,Rachel Weisz,"401,911",Action,Adventure,Sci-Fi,,539,PG-13
Kingsman: The Golden Circle,Taron Egerton,Colin Firth,Mark Strong,Channing Tatum,"346,413",Action,Adventure,Comedy,2.39 : 1,644,R
King Arthur: Legend of the Sword,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,Djimon Hounsou,"224,790",Action,Adventure,Drama,,804,PG-13
For Your Eyes Only,Roger Moore,Carole Bouquet,Topol,Lynn-Holly Johnson,"105,105",Action,Adventure,Thriller,2.39 : 1,806,PG
The Adam Project,Ryan Reynolds,Walker Scobell,Mark Ruffalo,Jennifer Garner,"216,876",Action,Adventure,Comedy,,855,PG-13
Teenage Mutant Ninja Turtles,Judith Hoag,Elias Koteas,Josh Pais,David Forman,"98,445",Action,Adventure,Comedy,"$202,084,756",886,PG
Midway,Ed Skrein,Patrick Wilson,Woody Harrelson,Luke Evans,"90,487",Action,Drama,History,2.39 : 1,901,PG-13
Jumanji: The Next Level,Dwayne Johnson,Jack Black,Kevin Hart,Karen Gillan,"266,721",Action,Adventure,Comedy,2.39 : 1,907,PG-13
The Last Starfighter,Lance Guest,Robert Preston,Kay E. Kuter,Dan Mason,"44,532",Action,Adventure,Sci-Fi,,991,PG
Armageddon,Bruce Willis,Billy Bob Thornton,Ben Affleck,Liv Tyler,"438,493",Action,Adventure,Sci-Fi,2.39 : 1,"1,035",PG-13
Escape Plan,Sylvester Stallone,Arnold Schwarzenegger,50 Cent,Vincent D'Onofrio,"251,083",Action,Thriller,,"$137,328,301","1,065",R
Warcraft,Travis Fimmel,Paula Patton,Ben Foster,Dominic Cooper,"271,715",Action,Adventure,Fantasy,"$439,048,914","1,126",PG-13
Atomic Blonde,Charlize Theron,James McAvoy,John Goodman,Eddie Marsan,"200,637",Action,Thriller,,2.39 : 1,"1,142",R
Violent Night,David Harbour,John Leguizamo,Beverly D'Angelo,Alex Hassell,"74,922",Action,Comedy,Crime,,"1,161",R
The Wolverine,Hugh Jackman,Will Yun Lee,Tao Okamoto,Rila Fukushima,"480,203",Action,Sci-Fi,,2.39 : 1,"1,312",PG-13
Rush Hour 2,Jackie Chan,Chris Tucker,John Lone,Ziyi Zhang,"230,372",Action,Comedy,Crime,2.39 : 1,"1,339",PG-13
The Old Guard,Charlize Theron,KiKi Layne,Matthias Schoenaerts,Marwan Kenzari,"175,107",Action,Thriller,,,"1,427",R
Super,Rainn Wilson,Elliot Page,Liv Tyler,Kevin Bacon,"82,384",Action,Comedy,Crime,1.85 : 1,"1,468",R
Wanted,Angelina Jolie,James McAvoy,Morgan Freeman,Terence Stamp,"399,639",Action,Crime,Thriller,2.39 : 1,"1,569",R
The A-Team,Liam Neeson,Bradley Cooper,Sharlto Copley,Jessica Biel,"264,446",Action,Adventure,Crime,"$177,238,796","1,629",PG-13
The Equalizer 2,Denzel Washington,Pedro Pascal,Ashton Sanders,Orson Bean,"171,480",Action,Crime,Thriller,"$190,400,157","1,653",R
Commando,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,Vernon Wells,"168,964",Action,Adventure,Thriller,"$57,491,000","1,715",R
Zombieland: Double Tap,Woody Harrelson,Jesse Eisenberg,Emma Stone,Abigail Breslin,"190,785",Action,Comedy,Horror,,"1,876",R
The Running Man,Arnold Schwarzenegger,Maria Conchita Alonso,Yaphet Kotto,Jim Brown,"160,020",Action,Sci-Fi,Thriller,"$38,122,105","1,954",R
Demolition Man,Sylvester Stallone,Wesley Snipes,Sandra Bullock,Nigel Hawthorne,"185,453",Action,Sci-Fi,Thriller,"$58,055,768","2,061",R
No Escape,Lake Bell,Pierce Brosnan,Owen Wilson,Thanawut Ketsaro,"90,021",Action,Thriller,,,"2,157",R
Tron,Jeff Bridges,Bruce Boxleitner,David Warner,Cindy Morgan,"125,742",Action,Adventure,Sci-Fi,,"2,227",PG
Blade II,Wesley Snipes,Kris Kristofferson,Ron Perlman,Leonor Varela,"226,848",Action,Horror,Sci-Fi,1.85 : 1,"2,349",R
Angels & Demons,Tom Hanks,Ewan McGregor,Ayelet Zurer,Stellan Skarsgård,"301,982",Action,Mystery,Thriller,2.39 : 1,"2,512",PG-13
Live and Let Die,Roger Moore,Yaphet Kotto,Jane Seymour,Clifton James,"111,936",Action,Adventure,Thriller,1.85 : 1,"2,555",PG
Pandorum,Dennis Quaid,Ben Foster,Cam Gigandet,Antje Traue,"155,467",Action,Horror,Mystery,,"2,731",R
Safe House,Denzel Washington,Ryan Reynolds,Robert Patrick,Vera Farmiga,"229,627",Action,Thriller,,2.35 : 1,"2,896",R
The Matrix Revolutions,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,"528,289",Action,Sci-Fi,,2.39 : 1,"3,102",R
The Man with the Golden Gun,Roger Moore,Christopher Lee,Britt Ekland,Maud Adams,"109,724",Action,Adventure,Thriller,1.85 : 1,"3,163",PG
The Living Daylights,Timothy Dalton,Maryam d'Abo,Jeroen Krabbé,Joe Don Baker,"102,646",Action,Adventure,Thriller,2.39 : 1,"3,210",PG
Jungle,Daniel Radcliffe,Thomas Kretschmann,Alex Russell,Joel Jackson,"60,282",Action,Adventure,Biography,,"3,338",R
Out of the Furnace,Christian Bale,Casey Affleck,Zoe Saldana,Woody Harrelson,"121,162",Action,Crime,Drama,,"3,347",R
2 Guns,Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton,"219,743",Action,Thriller,,2.39 : 1,"3,413",R
On Her Majesty's Secret Service,George Lazenby,Diana Rigg,Telly Savalas,Gabriele Ferzetti,"95,906",Action,Adventure,Thriller,,"3,481",PG
The Guest,Dan Stevens,Sheila Kelley,Maika Monroe,Joel David Moore,"103,609",Action,Mystery,Thriller,,"3,514",R
Hot Shots!,Charlie Sheen,Cary Elwes,Valeria Golino,Lloyd Bridges,"112,897",Action,Comedy,,1.85 : 1,"3,637",PG-13
Gangster Squad,Sean Penn,Ryan Gosling,Emma Stone,Giovanni Ribisi,"219,456",Action,Crime,Drama,,"3,718",R
Hardcore Henry,Sharlto Copley,Tim Roth,Haley Bennett,Danila Kozlovskiy,"99,182",Action,Adventure,Sci-Fi,,"3,735",R
Attack the Block,John Boyega,Jodie Whittaker,Alex Esmail,Leeon Jones,"109,476",Action,Adventure,Comedy,2.35 : 1,"3,808",R
The Grey,Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts,"258,048",Action,Adventure,Drama,2.35 : 1,"3,846",R
The Salvation,Mads Mikkelsen,Eva Green,Jeffrey Dean Morgan,Eric Cantona,"41,276",Action,Drama,Thriller,,"3,963",R
Wyatt Earp,Kevin Costner,Dennis Quaid,Gene Hackman,David Andrews,"53,294",Action,Adventure,Biography,2.39 : 1,"4,003",PG-13
The Finest Hours,Chris Pine,Casey Affleck,Ben Foster,Eric Bana,"68,979",Action,Drama,History,,"4,158",PG-13
Ransom,Mel Gibson,Gary Sinise,Rene Russo,Brawley Nolte,"132,118",Action,Crime,Thriller,1.85 : 1,"4,197",R
Conspiracy Theory,Mel Gibson,Julia Roberts,Patrick Stewart,Cylk Cozart,"104,216",Action,Mystery,Thriller,2.39 : 1,"4,525",R
The Enforcer,Clint Eastwood,Tyne Daly,Harry Guardino,Bradford Dillman,"47,576",Action,Crime,Thriller,2.35 : 1,"4,747",R
Appaloosa,Ed Harris,Viggo Mortensen,Renée Zellweger,Jeremy Irons,"63,007",Action,Crime,Drama,2.35 : 1,"4,801",R
Lethal Weapon 3,Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,"174,006",Action,Crime,Thriller,"$321,731,527","4,805",R
Backdraft,Kurt Russell,William Baldwin,Robert De Niro,Donald Sutherland,"84,352",Action,Drama,Mystery,,"4,908",R
Brooklyn's Finest,Richard Gere,Don Cheadle,Ethan Hawke,Wesley Snipes,"65,267",Action,Crime,Drama,,"4,929",R
Absolute Power,Clint Eastwood,Gene Hackman,Ed Harris,Laura Linney,"58,216",Action,Crime,Drama,,"4,948",R
Rumble in the Bronx,Jackie Chan,Anita Mui,Françoise Yip,Bill Tung,"44,476",Action,Comedy,Crime,2.35 : 1,_,R
Death Sentence,Kevin Bacon,John Goodman,Kelly Preston,Garrett Hedlund,"73,469",Action,Crime,Drama,2.35 : 1,_,R
Underworld: Evolution,Kate Beckinsale,Scott Speedman,Bill Nighy,Tony Curran,"205,304",Action,Fantasy,Thriller,2.35 : 1,_,R
Pete's Dragon,Bryce Dallas Howard,Robert Redford,Oakes Fegley,Oona Laurence,"60,395",Action,Adventure,Comedy,,_,PG
Colors,Sean Penn,Robert Duvall,Maria Conchita Alonso,Randy Brooks,"28,441",Action,Crime,Drama,,_,R
Harriet,Cynthia Erivo,Janelle Monáe,Leslie Odom Jr.,Joe Alwyn,"29,099",Action,Biography,Drama,"$43,347,017",_,PG-13
Hidalgo,Viggo Mortensen,Omar Sharif,Zuleikha Robinson,Louise Lombard,"84,093",Action,Adventure,Biography,,_,PG-13
Machine Gun Preacher,Gerard Butler,Michelle Monaghan,Michael Shannon,Kathy Baker,"67,776",Action,Biography,Crime,2.39 : 1,_,R
Hamburger Hill,Anthony Barrile,Michael Boatman,Don Cheadle,Michael Dolan,"26,945",Action,Drama,Thriller,,_,R
The Brothers Bloom,Rachel Weisz,Adrien Brody,Mark Ruffalo,Rinko Kikuchi,"51,882",Action,Adventure,Comedy,2.35 : 1,_,PG-13
The Brave One,Jodie Foster,Terrence Howard,Naveen Andrews,Nicky Katt,"62,257",Action,Crime,Drama,2.39 : 1,_,R
Tales from the Crypt: Demon Knight,Billy Zane,William Sadler,Jada Pinkett Smith,Brenda Bakke,"25,246",Action,Fantasy,Horror,,_,R
Nothing to Lose,Martin Lawrence,Tim Robbins,John C. McGinley,Giancarlo Esposito,"48,197",Action,Adventure,Comedy,,_,R
Turbo Kid,Munro Chambers,Laurence Leboeuf,Michael Ironside,Edwin Wright,"28,996",Action,Adventure,Comedy,,_,Not Rated
Stakeout,Richard Dreyfuss,Emilio Estevez,Madeleine Stowe,Aidan Quinn,"27,822",Action,Comedy,Crime,,_,R
Blood and Bone,Michael Jai White,Julian Sands,Eamonn Walker,Dante Basco,"34,815",Action,Crime,Drama,,_,R
Wild Target,Bill Nighy,Emily Blunt,Rupert Grint,Rupert Everett,"39,374",Action,Comedy,Crime,,_,PG-13
Om Shanti Om,Shah Rukh Khan,Deepika Padukone,Arjun Rampal,Kirron Kher,"46,667",Action,Comedy,Drama,,_,Not Rated
Antim: The Final Truth,Salman Khan,Aayush Sharma,Mahima Makwana,Mahesh Manjrekar,"41,745",Action,Crime,Drama,,_,
Venom,Tom Hardy,Michelle Williams,Riz Ahmed,Scott Haze,"511,565",Action,Adventure,Sci-Fi,"$856,085,151",465,PG-13
Red Sparrow,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Charlotte Rampling,"193,912",Action,Drama,Thriller,,545,R
Divergent,Shailene Woodley,Theo James,Kate Winslet,Jai Courtney,"473,844",Action,Adventure,Mystery,"$288,885,818",610,PG-13
Kong: Skull Island,Tom Hiddleston,Samuel L. Jackson,Brie Larson,John C. Reilly,"332,619",Action,Adventure,Fantasy,2.39 : 1,790,PG-13
Elysium,Matt Damon,Jodie Foster,Sharlto Copley,Alice Braga,"459,574",Action,Drama,Sci-Fi,"$286,140,700",817,R
Pirates of the Caribbean: On Stranger Tides,Johnny Depp,Penélope Cruz,Ian McShane,Geoffrey Rush,"544,958",Action,Adventure,Fantasy,"$1,046,721,266",934,PG-13
Ender's Game,Harrison Ford,Asa Butterfield,Hailee Steinfeld,Abigail Breslin,"248,073",Action,Adventure,Sci-Fi,2.35 : 1,"1,020",PG-13
Joy Ride,Steve Zahn,Paul Walker,Leelee Sobieski,Jessica Bowman,"72,995",Action,Mystery,Thriller,"$36,642,838","1,097",R
The Other Guys,Will Ferrell,Mark Wahlberg,Derek Jeter,Eva Mendes,"279,045",Action,Comedy,Crime,"$170,458,922","1,149",PG-13
The Incredible Hulk,Edward Norton,Liv Tyler,Tim Roth,William Hurt,"508,705",Action,Adventure,Sci-Fi,,"1,153",PG-13
